Name,Knockdowns,Strikes,Takedowns,Submission Attempts,Weight Class,Win Method,Event Name,Event Location,Event Date
"Renan Barao","1","17","0","0","Bantamweight","KO/TKOPunch","UFC 169: Barao vs Faber 2","Newark, New Jersey, USA","February 01, 2014"
"Urijah Faber","0","8","0","0","Bantamweight","Lost","UFC 169: Barao vs Faber 2","Newark, New Jersey, USA","February 01, 2014"
"Jose Aldo","0","62","2","2","Featherweight","U-DEC","UFC 169: Barao vs Faber 2","Newark, New Jersey, USA","February 01, 2014"
"Ricardo Lamas","0","41","1","0","Featherweight","Lost","UFC 169: Barao vs Faber 2","Newark, New Jersey, USA","February 01, 2014"
"Alistair Overeem","1","62","0","0","Heavyweight","U-DEC","UFC 169: Barao vs Faber 2","Newark, New Jersey, USA","February 01, 2014"
"Frank Mir","0","3","1","1","Heavyweight","Lost","UFC 169: Barao vs Faber 2","Newark, New Jersey, USA","February 01, 2014"
"Ali Bagautinov","0","49","6","1","Flyweight","U-DEC","UFC 169: Barao vs Faber 2","Newark, New Jersey, USA","February 01, 2014"
"John Lineker","0","27","0","2","Flyweight","Lost","UFC 169: Barao vs Faber 2","Newark, New Jersey, USA","February 01, 2014"
"Abel Trujillo","1","18","0","0","Lightweight","KO/TKOPunch","UFC 169: Barao vs Faber 2","Newark, New Jersey, USA","February 01, 2014"
"Jamie Varner","0","36","0","1","Lightweight","Lost","UFC 169: Barao vs Faber 2","Newark, New Jersey, USA","February 01, 2014"
"Alan Patrick","0","40","2","0","Lightweight","U-DEC","UFC 169: Barao vs Faber 2","Newark, New Jersey, USA","February 01, 2014"
"John Makdessi","0","61","0","0","Lightweight","Lost","UFC 169: Barao vs Faber 2","Newark, New Jersey, USA","February 01, 2014"
"Chris Cariaso","0","73","0","0","Flyweight","U-DEC","UFC 169: Barao vs Faber 2","Newark, New Jersey, USA","February 01, 2014"
"Danny Martinez","0","33","5","0","Flyweight","Lost","UFC 169: Barao vs Faber 2","Newark, New Jersey, USA","February 01, 2014"
"Nick Catone","0","31","5","0","Middleweight","S-DEC","UFC 169: Barao vs Faber 2","Newark, New Jersey, USA","February 01, 2014"
"Tom Watson","0","50","0","0","Middleweight","Lost","UFC 169: Barao vs Faber 2","Newark, New Jersey, USA","February 01, 2014"
"Al Iaquinta","1","49","0","1","Lightweight","U-DEC","UFC 169: Barao vs Faber 2","Newark, New Jersey, USA","February 01, 2014"
"Kevin Lee","0","39","1","2","Lightweight","Lost","UFC 169: Barao vs Faber 2","Newark, New Jersey, USA","February 01, 2014"
"Clint Hester","1","72","2","0","Middleweight","U-DEC","UFC 169: Barao vs Faber 2","Newark, New Jersey, USA","February 01, 2014"
"Andy Enz","0","69","0","0","Middleweight","Lost","UFC 169: Barao vs Faber 2","Newark, New Jersey, USA","February 01, 2014"
"Rashid Magomedov","0","46","0","1","Lightweight","U-DEC","UFC 169: Barao vs Faber 2","Newark, New Jersey, USA","February 01, 2014"
"Rocco Martin","0","18","1","1","Lightweight","Lost","UFC 169: Barao vs Faber 2","Newark, New Jersey, USA","February 01, 2014"
"Neil Magny","0","71","1","0","Welterweight","U-DEC","UFC 169: Barao vs Faber 2","Newark, New Jersey, USA","February 01, 2014"
"Gasan Umalatov","0","34","2","0","Welterweight","Lost","UFC 169: Barao vs Faber 2","Newark, New Jersey, USA","February 01, 2014"
"Benson Henderson","0","46","4","1","Lightweight","S-DEC","UFC on FOX: Henderson vs Thomson","Chicago, Illinois, USA","January 25, 2014"
"Josh Thomson","0","19","4","0","Lightweight","Lost","UFC on FOX: Henderson vs Thomson","Chicago, Illinois, USA","January 25, 2014"
"Stipe Miocic","0","63","1","0","Heavyweight","U-DEC","UFC on FOX: Henderson vs Thomson","Chicago, Illinois, USA","January 25, 2014"
"Gabriel Gonzaga","0","29","1","0","Heavyweight","Lost","UFC on FOX: Henderson vs Thomson","Chicago, Illinois, USA","January 25, 2014"
"Donald Cerrone","1","16","1","0","Lightweight","KO/TKOKick","UFC on FOX: Henderson vs Thomson","Chicago, Illinois, USA","January 25, 2014"
"Adriano Martins","0","13","0","0","Lightweight","Lost","UFC on FOX: Henderson vs Thomson","Chicago, Illinois, USA","January 25, 2014"
"Jeremy Stephens","0","40","1","0","Featherweight","U-DEC","UFC on FOX: Henderson vs Thomson","Chicago, Illinois, USA","January 25, 2014"
"Darren Elkins","0","21","0","4","Featherweight","Lost","UFC on FOX: Henderson vs Thomson","Chicago, Illinois, USA","January 25, 2014"
"Alex Caceres","1","53","1","1","Bantamweight","SUBRearNakedChoke","UFC on FOX: Henderson vs Thomson","Chicago, Illinois, USA","January 25, 2014"
"Sergio Pettis","0","49","1","0","Bantamweight","Lost","UFC on FOX: Henderson vs Thomson","Chicago, Illinois, USA","January 25, 2014"
"Eddie Wineland","1","54","0","0","Bantamweight","KO/TKOPunches","UFC on FOX: Henderson vs Thomson","Chicago, Illinois, USA","January 25, 2014"
"Yves Jabouin","0","33","0","0","Bantamweight","Lost","UFC on FOX: Henderson vs Thomson","Chicago, Illinois, USA","January 25, 2014"
"Chico Camus","0","12","2","1","Bantamweight","Overturned","UFC on FOX: Henderson vs Thomson","Chicago, Illinois, USA","January 25, 2014"
"Yaotzin Meza","0","12","1","0","Bantamweight","Lost","UFC on FOX: Henderson vs Thomson","Chicago, Illinois, USA","January 25, 2014"
"Hugo Viana","1","79","0","0","Bantamweight","U-DEC","UFC on FOX: Henderson vs Thomson","Chicago, Illinois, USA","January 25, 2014"
"Ramiro Hernandez","0","40","0","0","Bantamweight","Lost","UFC on FOX: Henderson vs Thomson","Chicago, Illinois, USA","January 25, 2014"
"Daron Cruickshank","2","46","1","1","Lightweight","KO/TKOKick","UFC on FOX: Henderson vs Thomson","Chicago, Illinois, USA","January 25, 2014"
"Mike Rio","0","10","0","1","Lightweight","Lost","UFC on FOX: Henderson vs Thomson","Chicago, Illinois, USA","January 25, 2014"
"George Sullivan","0","61","2","0","Welterweight","U-DEC","UFC on FOX: Henderson vs Thomson","Chicago, Illinois, USA","January 25, 2014"
"Mike Rhodes","0","51","2","1","Welterweight","Lost","UFC on FOX: Henderson vs Thomson","Chicago, Illinois, USA","January 25, 2014"
"Nikita Krylov","1","11","0","0","Heavyweight","KO/TKOKick","UFC on FOX: Henderson vs Thomson","Chicago, Illinois, USA","January 25, 2014"
"Walt Harris","0","1","0","0","Heavyweight","Lost","UFC on FOX: Henderson vs Thomson","Chicago, Illinois, USA","January 25, 2014"
"Luke Rockhold","1","12","0","0","Middleweight","KO/TKOKick","UFC Fight Night: Rockhold vs Philippou","Duluth, Georgia, USA","January 15, 2014"
"Constantinos Philippou","0","4","0","0","Middleweight","Lost","UFC Fight Night: Rockhold vs Philippou","Duluth, Georgia, USA","January 15, 2014"
"Brad Tavares","0","45","2","0","Middleweight","U-DEC","UFC Fight Night: Rockhold vs Philippou","Duluth, Georgia, USA","January 15, 2014"
"Lorenz Larkin","0","39","0","0","Middleweight","Lost","UFC Fight Night: Rockhold vs Philippou","Duluth, Georgia, USA","January 15, 2014"
"TJ Dillashaw","0","117","2","0","Bantamweight","U-DEC","UFC Fight Night: Rockhold vs Philippou","Duluth, Georgia, USA","January 15, 2014"
"Mike Easton","0","46","0","0","Bantamweight","Lost","UFC Fight Night: Rockhold vs Philippou","Duluth, Georgia, USA","January 15, 2014"
"Yoel Romero","0","60","0","0","Middleweight","KO/TKOElbows","UFC Fight Night: Rockhold vs Philippou","Duluth, Georgia, USA","January 15, 2014"
"Derek Brunson","0","38","3","0","Middleweight","Lost","UFC Fight Night: Rockhold vs Philippou","Duluth, Georgia, USA","January 15, 2014"
"John Moraga","0","43","0","1","Flyweight","S-DEC","UFC Fight Night: Rockhold vs Philippou","Duluth, Georgia, USA","January 15, 2014"
"Dustin Ortiz","0","35","2","0","Flyweight","Lost","UFC Fight Night: Rockhold vs Philippou","Duluth, Georgia, USA","January 15, 2014"
"Cole Miller","1","38","0","1","Featherweight","SUBRearNakedChoke","UFC Fight Night: Rockhold vs Philippou","Duluth, Georgia, USA","January 15, 2014"
"Sam Sicilia","0","14","0","0","Featherweight","Lost","UFC Fight Night: Rockhold vs Philippou","Duluth, Georgia, USA","January 15, 2014"
"Ramsey Nijem","0","46","5","1","Lightweight","U-DEC","UFC Fight Night: Rockhold vs Philippou","Duluth, Georgia, USA","January 15, 2014"
"Justin Edwards","0","25","0","1","Lightweight","Lost","UFC Fight Night: Rockhold vs Philippou","Duluth, Georgia, USA","January 15, 2014"
"Elias Silverio","1","81","4","0","Lightweight","U-DEC","UFC Fight Night: Rockhold vs Philippou","Duluth, Georgia, USA","January 15, 2014"
"Isaac Vallie-Flagg","0","21","0","0","Lightweight","Lost","UFC Fight Night: Rockhold vs Philippou","Duluth, Georgia, USA","January 15, 2014"
"Trevor Smith","0","57","1","1","Middleweight","S-DEC","UFC Fight Night: Rockhold vs Philippou","Duluth, Georgia, USA","January 15, 2014"
"Brian Houston","0","30","1","0","Middleweight","Lost","UFC Fight Night: Rockhold vs Philippou","Duluth, Georgia, USA","January 15, 2014"
"Louis Smolka","0","92","0","1","Flyweight","U-DEC","UFC Fight Night: Rockhold vs Philippou","Duluth, Georgia, USA","January 15, 2014"
"Alptekin Ozkilic","0","60","9","0","Flyweight","Lost","UFC Fight Night: Rockhold vs Philippou","Duluth, Georgia, USA","January 15, 2014"
"Vinc Pichel","0","44","8","1","Lightweight","U-DEC","UFC Fight Night: Rockhold vs Philippou","Duluth, Georgia, USA","January 15, 2014"
"Garett Whiteley","0","44","0","2","Lightweight","Lost","UFC Fight Night: Rockhold vs Philippou","Duluth, Georgia, USA","January 15, 2014"
"Beneil Dariush","1","9","0","1","Lightweight","SUBRearNakedChoke","UFC Fight Night: Rockhold vs Philippou","Duluth, Georgia, USA","January 15, 2014"
"Charlie Brenneman","0","5","0","0","Lightweight","Lost","UFC Fight Night: Rockhold vs Philippou","Duluth, Georgia, USA","January 15, 2014"
"Tarec Saffiedine","3","120","1","1","Welterweight","U-DEC","UFC Fight Night: Saffiedine vs Lim","Singapore, Singapore","January 04, 2014"
"Gyu Lim","0","122","0","1","Welterweight","Lost","UFC Fight Night: Saffiedine vs Lim","Singapore, Singapore","January 04, 2014"
"Tatsuya Kawajiri","0","32","3","1","Featherweight","SUBRearNakedChoke","UFC Fight Night: Saffiedine vs Lim","Singapore, Singapore","January 04, 2014"
"Sean Soriano","0","19","0","0","Featherweight","Lost","UFC Fight Night: Saffiedine vs Lim","Singapore, Singapore","January 04, 2014"
"Kiichi Kunimoto","0","12","0","0","Welterweight","DQ","UFC Fight Night: Saffiedine vs Lim","Singapore, Singapore","January 04, 2014"
"Luiz Dutra","0","10","0","0","Welterweight","Lost","UFC Fight Night: Saffiedine vs Lim","Singapore, Singapore","January 04, 2014"
"Kyung Ho","0","65","2","4","Bantamweight","SUBArmTriangle","UFC Fight Night: Saffiedine vs Lim","Singapore, Singapore","January 04, 2014"
"Shunichi Shimizu","0","2","0","0","Bantamweight","Lost","UFC Fight Night: Saffiedine vs Lim","Singapore, Singapore","January 04, 2014"
"Max Holloway","2","74","0","0","Featherweight","KO/TKOPunch","UFC Fight Night: Saffiedine vs Lim","Singapore, Singapore","January 04, 2014"
"Will Chope","0","33","0","0","Featherweight","Lost","UFC Fight Night: Saffiedine vs Lim","Singapore, Singapore","January 04, 2014"
"Katsunori Kikuno","0","23","3","0","Lightweight","U-DEC","UFC Fight Night: Saffiedine vs Lim","Singapore, Singapore","January 04, 2014"
"Quinn Mulhern","0","16","0","0","Lightweight","Lost","UFC Fight Night: Saffiedine vs Lim","Singapore, Singapore","January 04, 2014"
"Royston Wee","0","8","6","0","Bantamweight","U-DEC","UFC Fight Night: Saffiedine vs Lim","Singapore, Singapore","January 04, 2014"
"Dave Galera","0","25","0","2","Bantamweight","Lost","UFC Fight Night: Saffiedine vs Lim","Singapore, Singapore","January 04, 2014"
"Mairbek Taisumov","0","33","5","0","Lightweight","U-DEC","UFC Fight Night: Saffiedine vs Lim","Singapore, Singapore","January 04, 2014"
"Hyun Bang","0","26","0","0","Lightweight","Lost","UFC Fight Night: Saffiedine vs Lim","Singapore, Singapore","January 04, 2014"
"Dustin Kimura","0","1","0","1","Bantamweight","SUBArmbar","UFC Fight Night: Saffiedine vs Lim","Singapore, Singapore","January 04, 2014"
"Delos Reyes","1","9","1","0","Bantamweight","Lost","UFC Fight Night: Saffiedine vs Lim","Singapore, Singapore","January 04, 2014"
"Russell Doane","0","43","0","1","Bantamweight","SUBTriangleChoke","UFC Fight Night: Saffiedine vs Lim","Singapore, Singapore","January 04, 2014"
"Leandro Issa","0","17","2","1","Bantamweight","Lost","UFC Fight Night: Saffiedine vs Lim","Singapore, Singapore","January 04, 2014"
"Chris Weidman","1","20","1","1","Middleweight","KO/TKO","UFC 168: Weidman vs Silva 2","Las Vegas, Nevada, USA","December 28, 2013"
"Anderson Silva","0","8","0","0","Middleweight","Lost","UFC 168: Weidman vs Silva 2","Las Vegas, Nevada, USA","December 28, 2013"
"Ronda Rousey","0","40","6","3","Women'sBantamweight","SUBArmbar","UFC 168: Weidman vs Silva 2","Las Vegas, Nevada, USA","December 28, 2013"
"Miesha Tate","0","24","1","0","Women'sBantamweight","Lost","UFC 168: Weidman vs Silva 2","Las Vegas, Nevada, USA","December 28, 2013"
"Travis Browne","0","12","0","0","Heavyweight","KO/TKOElbows","UFC 168: Weidman vs Silva 2","Las Vegas, Nevada, USA","December 28, 2013"
"Josh Barnett","0","5","0","0","Heavyweight","Lost","UFC 168: Weidman vs Silva 2","Las Vegas, Nevada, USA","December 28, 2013"
"Jim Miller","0","6","1","1","Lightweight","SUBArmbar","UFC 168: Weidman vs Silva 2","Las Vegas, Nevada, USA","December 28, 2013"
"Fabricio Camoes","0","11","0","0","Lightweight","Lost","UFC 168: Weidman vs Silva 2","Las Vegas, Nevada, USA","December 28, 2013"
"Dustin Poirier","1","44","0","0","Featherweight","KO/TKOPunches","UFC 168: Weidman vs Silva 2","Las Vegas, Nevada, USA","December 28, 2013"
"Diego Brandao","0","16","1","0","Featherweight","Lost","UFC 168: Weidman vs Silva 2","Las Vegas, Nevada, USA","December 28, 2013"
"Uriah Hall","1","20","0","0","Middleweight","KO/TKO","UFC 168: Weidman vs Silva 2","Las Vegas, Nevada, USA","December 28, 2013"
"Chris Leben","0","11","0","0","Middleweight","Lost","UFC 168: Weidman vs Silva 2","Las Vegas, Nevada, USA","December 28, 2013"
"Michael Johnson","1","22","0","0","Lightweight","KO/TKOPunch","UFC 168: Weidman vs Silva 2","Las Vegas, Nevada, USA","December 28, 2013"
"Gleison Tibau","0","12","0","0","Lightweight","Lost","UFC 168: Weidman vs Silva 2","Las Vegas, Nevada, USA","December 28, 2013"
"Dennis Siver","0","54","2","0","Featherweight","Overturned","UFC 168: Weidman vs Silva 2","Las Vegas, Nevada, USA","December 28, 2013"
"Manvel Gamburyan","0","14","3","0","Featherweight","Lost","UFC 168: Weidman vs Silva 2","Las Vegas, Nevada, USA","December 28, 2013"
"John Howard","0","47","3","0","Welterweight","U-DEC","UFC 168: Weidman vs Silva 2","Las Vegas, Nevada, USA","December 28, 2013"
"Siyar Bahadurzada","0","44","1","0","Welterweight","Lost","UFC 168: Weidman vs Silva 2","Las Vegas, Nevada, USA","December 28, 2013"
"William Macario","0","133","3","0","Welterweight","U-DEC","UFC 168: Weidman vs Silva 2","Las Vegas, Nevada, USA","December 28, 2013"
"Bobby Voelker","0","61","0","0","Welterweight","Lost","UFC 168: Weidman vs Silva 2","Las Vegas, Nevada, USA","December 28, 2013"
"Robert Peralta","1","34","2","0","Featherweight","KO/TKOPunches","UFC 168: Weidman vs Silva 2","Las Vegas, Nevada, USA","December 28, 2013"
"Estevan Payan","0","32","1","0","Featherweight","Lost","UFC 168: Weidman vs Silva 2","Las Vegas, Nevada, USA","December 28, 2013"
"Demetrious Johnson","1","7","0","0","Flyweight","KO/TKOPunch","UFC on FOX: Johnson vs. Benavidez 2","Sacramento, California, USA","December 14, 2013"
"Joseph Benavidez","0","4","0","0","Flyweight","Lost","UFC on FOX: Johnson vs. Benavidez 2","Sacramento, California, USA","December 14, 2013"
"Urijah Faber","1","29","1","1","Bantamweight","SUBGuillotineChoke","UFC on FOX: Johnson vs. Benavidez 2","Sacramento, California, USA","December 14, 2013"
"Michael McDonald","0","9","0","0","Bantamweight","Lost","UFC on FOX: Johnson vs. Benavidez 2","Sacramento, California, USA","December 14, 2013"
"Chad Mendes","0","35","7","1","Featherweight","U-DEC","UFC on FOX: Johnson vs. Benavidez 2","Sacramento, California, USA","December 14, 2013"
"Nik Lentz","0","40","0","0","Featherweight","Lost","UFC on FOX: Johnson vs. Benavidez 2","Sacramento, California, USA","December 14, 2013"
"Joe Lauzon","0","43","3","2","Lightweight","U-DEC","UFC on FOX: Johnson vs. Benavidez 2","Sacramento, California, USA","December 14, 2013"
"Mac Danzig","0","52","0","0","Lightweight","Lost","UFC on FOX: Johnson vs. Benavidez 2","Sacramento, California, USA","December 14, 2013"
"Ryan LaFlare","0","68","4","1","Welterweight","U-DEC","UFC on FOX: Johnson vs. Benavidez 2","Sacramento, California, USA","December 14, 2013"
"Court McGee","0","54","4","2","Welterweight","Lost","UFC on FOX: Johnson vs. Benavidez 2","Sacramento, California, USA","December 14, 2013"
"Edson Barboza","1","43","0","1","Lightweight","M-DEC","UFC on FOX: Johnson vs. Benavidez 2","Sacramento, California, USA","December 14, 2013"
"Danny Castillo","0","55","1","1","Lightweight","Lost","UFC on FOX: Johnson vs. Benavidez 2","Sacramento, California, USA","December 14, 2013"
"Bobby Green","0","80","3","0","Lightweight","U-DEC","UFC on FOX: Johnson vs. Benavidez 2","Sacramento, California, USA","December 14, 2013"
"Pat Healy","0","59","2","0","Lightweight","Lost","UFC on FOX: Johnson vs. Benavidez 2","Sacramento, California, USA","December 14, 2013"
"Zach Makovsky","0","26","6","1","Flyweight","U-DEC","UFC on FOX: Johnson vs. Benavidez 2","Sacramento, California, USA","December 14, 2013"
"Scott Jorgensen","0","31","1","1","Flyweight","Lost","UFC on FOX: Johnson vs. Benavidez 2","Sacramento, California, USA","December 14, 2013"
"Sam Stout","0","54","1","1","Lightweight","U-DEC","UFC on FOX: Johnson vs. Benavidez 2","Sacramento, California, USA","December 14, 2013"
"Cody McKenzie","0","31","1","0","Lightweight","Lost","UFC on FOX: Johnson vs. Benavidez 2","Sacramento, California, USA","December 14, 2013"
"Abel Trujillo","0","43","5","0","Lightweight","KO/TKOPunches","UFC on FOX: Johnson vs. Benavidez 2","Sacramento, California, USA","December 14, 2013"
"Roger Bowling","0","9","0","0","Lightweight","Lost","UFC on FOX: Johnson vs. Benavidez 2","Sacramento, California, USA","December 14, 2013"
"Alptekin Ozkilic","0","27","3","0","Flyweight","S-DEC","UFC on FOX: Johnson vs. Benavidez 2","Sacramento, California, USA","December 14, 2013"
"Darren Uyenoyama","0","33","2","0","Flyweight","Lost","UFC on FOX: Johnson vs. Benavidez 2","Sacramento, California, USA","December 14, 2013"
"Mark Hunt","1","103","2","0","Heavyweight","M-DEC","UFC Fight Night: Hunt vs Bigfoot","Brisbane, Queensland, Australia","December 06, 2013"
"Antonio Silva","1","97","0","0","Heavyweight","Lost","UFC Fight Night: Hunt vs Bigfoot","Brisbane, Queensland, Australia","December 06, 2013"
"Mauricio Rua","1","9","0","0","LightHeavyweight","KO/TKOPunch","UFC Fight Night: Hunt vs Bigfoot","Brisbane, Queensland, Australia","December 06, 2013"
"Te Huna","0","1","0","0","LightHeavyweight","Lost","UFC Fight Night: Hunt vs Bigfoot","Brisbane, Queensland, Australia","December 06, 2013"
"Ryan Bader","0","70","3","0","LightHeavyweight","U-DEC","UFC Fight Night: Hunt vs Bigfoot","Brisbane, Queensland, Australia","December 06, 2013"
"Anthony Perosh","0","9","0","0","LightHeavyweight","Lost","UFC Fight Night: Hunt vs Bigfoot","Brisbane, Queensland, Australia","December 06, 2013"
"Soa Palelei","0","12","1","0","Heavyweight","KO/TKOPunches","UFC Fight Night: Hunt vs Bigfoot","Brisbane, Queensland, Australia","December 06, 2013"
"Pat Barry","0","1","0","0","Heavyweight","Lost","UFC Fight Night: Hunt vs Bigfoot","Brisbane, Queensland, Australia","December 06, 2013"
"Clint Hester","0","27","1","0","Middleweight","KO/TKO","UFC Fight Night: Hunt vs Bigfoot","Brisbane, Queensland, Australia","December 06, 2013"
"Dylan Andrews","0","13","2","0","Middleweight","Lost","UFC Fight Night: Hunt vs Bigfoot","Brisbane, Queensland, Australia","December 06, 2013"
"Bethe Correia","0","65","1","0","Women'sBantamweight","S-DEC","UFC Fight Night: Hunt vs Bigfoot","Brisbane, Queensland, Australia","December 06, 2013"
"Julie Kedzie","0","54","0","0","Women'sBantamweight","Lost","UFC Fight Night: Hunt vs Bigfoot","Brisbane, Queensland, Australia","December 06, 2013"
"Takeya Mizugaki","0","152","3","0","Bantamweight","U-DEC","UFC Fight Night: Hunt vs Bigfoot","Brisbane, Queensland, Australia","December 06, 2013"
"Nam Phan","0","100","0","0","Bantamweight","Lost","UFC Fight Night: Hunt vs Bigfoot","Brisbane, Queensland, Australia","December 06, 2013"
"Caio Magalhaes","0","32","0","0","Middleweight","U-DEC","UFC Fight Night: Hunt vs Bigfoot","Brisbane, Queensland, Australia","December 06, 2013"
"Nick Ring","0","30","3","1","Middleweight","Lost","UFC Fight Night: Hunt vs Bigfoot","Brisbane, Queensland, Australia","December 06, 2013"
"Justin Scoggins","0","27","2","0","Flyweight","KO/TKOPunches","UFC Fight Night: Hunt vs Bigfoot","Brisbane, Queensland, Australia","December 06, 2013"
"Richie Vaculik","0","2","0","0","Flyweight","Lost","UFC Fight Night: Hunt vs Bigfoot","Brisbane, Queensland, Australia","December 06, 2013"
"Krzysztof Jotko","0","17","1","0","Middleweight","U-DEC","UFC Fight Night: Hunt vs Bigfoot","Brisbane, Queensland, Australia","December 06, 2013"
"Bruno Santos","0","12","1","1","Middleweight","Lost","UFC Fight Night: Hunt vs Bigfoot","Brisbane, Queensland, Australia","December 06, 2013"
"Alex Garcia","1","9","0","0","Welterweight","KO/TKOPunch","UFC Fight Night: Hunt vs Bigfoot","Brisbane, Queensland, Australia","December 06, 2013"
"Ben Wall","0","1","0","0","Welterweight","Lost","UFC Fight Night: Hunt vs Bigfoot","Brisbane, Queensland, Australia","December 06, 2013"
"Georges St-Pierre","0","101","3","1","Welterweight","S-DEC","UFC 167: St-Pierre vs Hendricks","Las Vegas, Nevada, USA","November 16, 2013"
"Johny Hendricks","0","85","2","0","Welterweight","Lost","UFC 167: St-Pierre vs Hendricks","Las Vegas, Nevada, USA","November 16, 2013"
"Rashad Evans","0","20","1","0","LightHeavyweight","KO/TKOPunches","UFC 167: St-Pierre vs Hendricks","Las Vegas, Nevada, USA","November 16, 2013"
"Chael Sonnen","0","3","0","0","LightHeavyweight","Lost","UFC 167: St-Pierre vs Hendricks","Las Vegas, Nevada, USA","November 16, 2013"
"Robbie Lawler","1","44","0","0","Welterweight","S-DEC","UFC 167: St-Pierre vs Hendricks","Las Vegas, Nevada, USA","November 16, 2013"
"Rory MacDonald","0","37","4","1","Welterweight","Lost","UFC 167: St-Pierre vs Hendricks","Las Vegas, Nevada, USA","November 16, 2013"
"Tyron Woodley","2","22","0","0","Welterweight","KO/TKOPunch","UFC 167: St-Pierre vs Hendricks","Las Vegas, Nevada, USA","November 16, 2013"
"Josh Koscheck","0","5","0","0","Welterweight","Lost","UFC 167: St-Pierre vs Hendricks","Las Vegas, Nevada, USA","November 16, 2013"
"Ali Bagautinov","0","43","1","0","Flyweight","U-DEC","UFC 167: St-Pierre vs Hendricks","Las Vegas, Nevada, USA","November 16, 2013"
"Tim Elliott","0","48","2","1","Flyweight","Lost","UFC 167: St-Pierre vs Hendricks","Las Vegas, Nevada, USA","November 16, 2013"
"Donald Cerrone","1","32","1","1","Lightweight","SUBTriangleChoke","UFC 167: St-Pierre vs Hendricks","Las Vegas, Nevada, USA","November 16, 2013"
"Evan Dunham","0","24","0","0","Lightweight","Lost","UFC 167: St-Pierre vs Hendricks","Las Vegas, Nevada, USA","November 16, 2013"
"Thales Leites","0","20","3","0","Middleweight","U-DEC","UFC 167: St-Pierre vs Hendricks","Las Vegas, Nevada, USA","November 16, 2013"
"Ed Herman","0","14","0","0","Middleweight","Lost","UFC 167: St-Pierre vs Hendricks","Las Vegas, Nevada, USA","November 16, 2013"
"Rick Story","1","71","2","0","Welterweight","U-DEC","UFC 167: St-Pierre vs Hendricks","Las Vegas, Nevada, USA","November 16, 2013"
"Brian Ebersole","0","42","0","0","Welterweight","Lost","UFC 167: St-Pierre vs Hendricks","Las Vegas, Nevada, USA","November 16, 2013"
"Erik Perez","1","50","7","0","Bantamweight","U-DEC","UFC 167: St-Pierre vs Hendricks","Las Vegas, Nevada, USA","November 16, 2013"
"Edwin Figueroa","0","18","0","0","Bantamweight","Lost","UFC 167: St-Pierre vs Hendricks","Las Vegas, Nevada, USA","November 16, 2013"
"Jason High","0","5","4","4","Welterweight","U-DEC","UFC 167: St-Pierre vs Hendricks","Las Vegas, Nevada, USA","November 16, 2013"
"Anthony Lapsley","0","8","0","0","Welterweight","Lost","UFC 167: St-Pierre vs Hendricks","Las Vegas, Nevada, USA","November 16, 2013"
"Sergio Pettis","0","81","2","3","Bantamweight","U-DEC","UFC 167: St-Pierre vs Hendricks","Las Vegas, Nevada, USA","November 16, 2013"
"Will Campuzano","0","41","4","0","Bantamweight","Lost","UFC 167: St-Pierre vs Hendricks","Las Vegas, Nevada, USA","November 16, 2013"
"Gian Villante","1","43","1","0","LightHeavyweight","KO/TKOPunch","UFC 167: St-Pierre vs Hendricks","Las Vegas, Nevada, USA","November 16, 2013"
"Cody Donovan","0","51","0","0","LightHeavyweight","Lost","UFC 167: St-Pierre vs Hendricks","Las Vegas, Nevada, USA","November 16, 2013"
"Vitor Belfort","2","12","0","0","LightHeavyweight","KO/TKOKick","UFC Fight Night: Belfort vs Henderson 2","Goiania, Goias, Brazil","November 09, 2013"
"Dan Henderson","0","1","0","0","LightHeavyweight","Lost","UFC Fight Night: Belfort vs Henderson 2","Goiania, Goias, Brazil","November 09, 2013"
"Cezar Ferreira","0","15","3","0","Middleweight","S-DEC","UFC Fight Night: Belfort vs Henderson 2","Goiania, Goias, Brazil","November 09, 2013"
"Daniel Sarafian","0","21","0","0","Middleweight","Lost","UFC Fight Night: Belfort vs Henderson 2","Goiania, Goias, Brazil","November 09, 2013"
"Rafael Cavalcante","1","16","0","0","LightHeavyweight","KO/TKOKnee","UFC Fight Night: Belfort vs Henderson 2","Goiania, Goias, Brazil","November 09, 2013"
"Igor Pokrajac","0","9","0","0","LightHeavyweight","Lost","UFC Fight Night: Belfort vs Henderson 2","Goiania, Goias, Brazil","November 09, 2013"
"Brandon Thatch","1","12","0","0","Welterweight","KO/TKOKnee","UFC Fight Night: Belfort vs Henderson 2","Goiania, Goias, Brazil","November 09, 2013"
"Paulo Thiago","0","5","1","0","Welterweight","Lost","UFC Fight Night: Belfort vs Henderson 2","Goiania, Goias, Brazil","November 09, 2013"
"Ryan LaFlare","1","75","5","0","Welterweight","U-DEC","UFC Fight Night: Belfort vs Henderson 2","Goiania, Goias, Brazil","November 09, 2013"
"Santiago Ponzinibbio","1","25","0","0","Welterweight","Lost","UFC Fight Night: Belfort vs Henderson 2","Goiania, Goias, Brazil","November 09, 2013"
"Jeremy Stephens","1","3","0","0","Featherweight","KO/TKOKick","UFC Fight Night: Belfort vs Henderson 2","Goiania, Goias, Brazil","November 09, 2013"
"Rony Jason","0","1","0","0","Featherweight","Lost","UFC Fight Night: Belfort vs Henderson 2","Goiania, Goias, Brazil","November 09, 2013"
